id,y
42732326,2
42732328,2
42733045,2
42733070,2
42733206,2
42733214,2
42758134,2
42758144,2
42758155,2
42758167,2
42758755,2
42758801,2
42765073,2
42765610,2
42959542,2
42960555,2
42960756,2
42960766,2
42960789,2
42961173,2
42973205,2
42975826,2
42999521,2
43000157,2
43000163,2
43000192,2
43000198,2
43000857,2
43001008,2
43001018,2
43003119,1
43003669,1
43004044,1
43007143,1
43007170,1
43007260,2
43007288,2
43007289,2
43009632,2
43009996,2
43018696,2
43018737,2
43019093,2
43019166,2
43019172,2
43020081,2
43022431,2
43022815,2
43025686,2
43025703,2
43025939,2
43026517,2
43027551,2
43028760,2
43029310,2
43030858,2
43031566,2
43032187,2
43032695,2
43035633,2
43035681,2
43037993,2
43038040,2
43038056,2
43038734,2
43039246,2
43039622,2
43049438,2
43049821,2
43049828,2
43054893,2
43077883,2
43077901,2
43077911,2
43077918,2
43077928,2
43078101,2
43079789,2
43093349,2
43093456,2
43122439,2
43123398,2
43123438,2
43127626,2
43130802,2
43131787,2
43134070,2
43134072,2
43134100,2
43134102,2
43134103,2
43134169,2
43134173,2
43134181,2
43134185,2
43134251,2
43134259,2
43134262,2
43134339,2
43134346,2
43134372,2
43142518,2
43143146,2
43143148,2
43143161,2
43143325,2
43143390,2
43143609,2
43143613,2
43144610,2
43144714,2
43145452,2
43148232,2
43148244,2
43148364,2
43148969,2
43150411,2
43150420,2
43151048,2
43151151,2
43151363,2
43151367,2
43151655,2
43151665,2
43151692,2
43151700,2
43151721,2
43151733,2
43151739,2
43151757,2
43151873,2
43151924,2
43151934,2
43152330,2
43152878,2
43175282,2
43315941,2
43316221,2
43316722,2
43317339,2
43317358,2
43321910,2
43321921,2
43322460,2
43322914,2
43323509,2
43323513,2
43323516,2
43323885,2
43327192,1
43327204,1
43327208,1
43328043,1
43333445,2
43333945,2
43333955,2
43333959,2
43337621,2
43339916,2
43340195,2
43344594,2
43346440,2
43347412,2
43347830,2
43347980,2
43348326,2
43348498,2
43348515,2
43348530,2
43348572,2
43349044,2
43349601,2
43350149,2
43351971,2
43352022,2
43352688,2
43352702,2
43353492,2
43354777,2
43355463,2
43356057,2
43357567,2
43362482,2
43363125,2
43378094,2
43378102,2
43378107,2
43378959,2
43378970,2
43383445,2
43387917,2
43388675,2
43395897,2
43396687,2
43396692,2
43397277,2
43408956,2
43410304,2
43438203,1
43438208,2
43445812,2
43445815,2
43445817,2
43449548,2
43453668,2
43455641,2
43456131,2
43456559,2
43456972,2
43458236,2
43459481,2
43459486,2
43459618,2
43460043,2
43462121,2
43463650,2
43463653,2
43463666,2
43464829,2
43465522,2
43466166,2
43466420,2
43468568,2
43468594,2
43468597,2
43468626,2
43468663,2
43469935,2
43469958,2
43470785,2
43470792,2
43470814,2
43470830,2
43470868,2
43473398,2
43473525,2
43473562,2
43474499,2
43475591,2
43476909,2
43477175,2
43477182,2
43477560,2
43479898,2
43480912,2
43481499,2
43484349,2
43492857,2
43493118,2
43493359,2
43493388,2
43493394,2
43493418,2
43493905,2
43494053,2
43494077,2
43494097,2
43494643,2
43495000,2
43495011,2
43495027,2
43497311,2
43502962,2
43515668,2
43522396,1
43522749,2
43523018,1
43523344,1
43525013,1
43525228,1
43525616,2
43527419,1
43531652,1
43532783,2
43536800,2
43569021,2
43579178,2
43594415,2
43650038,2
43650362,2
43660109,2
43679215,2
43778773,2
43856101,2
43878665,1
43892950,2
43928360,2
44000194,2
44000216,2
44066252,1
44634241,2
44869960,2
44980094,2
44995911,1
45199502,2
45246275,2
45417712,2
45722251,2
45751341,1
45870817,2
45874911,2
45960831,2
45962762,2
46085970,1
46459655,2
46490456,2
46627729,2
46842799,2
46872603,2
46905591,2
46916922,2
46932930,1
46934467,2
46940622,2
46957187,2
46957219,2
46979250,2
46991044,2
46992379,2
47079298,2
47126500,2
47247347,2
47254001,2
47296711,2
47395242,2
47515420,1
47557677,2
47580334,2
47719758,2
47784914,2
47812236,2
47914054,2
48033507,2
48052548,2
48099604,2
48198197,2
48202347,2
48234540,2
48289776,2
48355954,2
48433037,2
48724729,2
48926775,2
49000307,2
49004368,2
49025731,2
49025744,2
49087689,2
49163458,2
49172826,2
49183414,2
49379355,2
49588133,2
49767327,1
50044933,2
50332419,1
50332887,1
50470102,2
50581028,2
50769663,2
50920078,2
51096093,2
51140228,2
51148438,2
51394132,1
51394168,1
51619871,2
51702639,2
51796455,2
51828013,2
51860219,2
52118476,2
52128522,2
52269297,2
52418452,2
52578596,2
52684906,2
52695366,2
52783951,2
53104087,2
53329746,1
53426609,2
53535414,2
53565538,2
53596957,2
53678687,2
53915759,2
54162485,2
54189046,2
54419891,2
54465449,2
54504625,1
54558099,2
54618280,1
54652218,2
54715330,2
54732021,2
54732027,2
54732323,2
54732326,2
54732610,2
54732833,2
54735200,2
54735201,2
54735205,2
54824221,1
54955379,2
54966025,2
55005322,2
55022339,2
55053635,2
55054318,2
55070629,2
55089967,2
55129969,2
55300089,1
55312708,1
55508223,2
55508593,2
55551031,2
55615188,2
55639381,2
55687495,2
55721012,2
55763813,2
55848006,2
55877528,2
56023047,2
56150289,2
56189602,2
56189770,2
56207766,2
56212370,2
56308252,2
56394471,1
56397264,1
56397284,1
56664561,2
56904293,2
57134700,1
57138711,2
57167035,1
57213687,2
57319992,2
57355751,2
57410868,2
57413826,2
57416552,2
57663929,2
57741717,2
57801713,2
57901321,2
57901744,2
57920882,2
57941767,2
58041717,2
58042602,2
58045783,2
58046700,2
58046850,2
58046958,2
58050274,2
58063240,2
58069587,2
58074217,2
58075730,2
58080138,2
58112623,2
58114564,2
58120014,2
58136910,2
58143038,2
58387204,2
58470150,2
58505294,1
58505630,1
58505809,1
58505819,1
58505823,1
58506173,1
58506409,1
58506427,1
58506451,1
58506728,1
58506737,1
58506757,1
58506759,1
58507158,1
58507182,1
58507725,1
58507731,1
58507743,1
58507756,1
58508568,1
58508571,1
58508572,1
58508576,1
58621744,1
58865613,2
59019453,2
59019527,2
59052396,2
59184908,2
59301350,2
59369443,2
59454446,2
59854903,2
60102676,1
60114653,1
60385939,2
60492027,2
60620004,1
60756733,2
60811145,2
60823677,2
60833381,2
60868547,1
61024587,2
61079682,2
61125649,2
61311611,2
61404811,2
61456753,2
61473815,2
61497789,2
61502625,2
61510459,2
61691532,1
61711037,1
61813159,2
62082825,1
62165576,2
62195631,1
62441289,2
62447974,2
62565943,2
62706952,2
62895286,2
63006056,2
63094013,2
63472808,2
63581927,2
63603671,2
63770384,2
63851320,1
63855154,2
63892273,2
64099484,1
64101858,2
64139806,2
64216324,2
64230444,2
64315167,2
64362141,2
64394437,2
64580594,1
64580914,1
64580922,1
64581185,1
64581186,1
64596769,2
64648030,2
64649302,2
64815245,2
64831800,2
64913486,2
65179343,2
65469008,2
65497017,2
65576060,2
65677928,2
65678355,2
65678682,2
65682610,2
65795604,2
65928277,1
65990086,2
66070348,1
66502079,2
66617567,2
66960639,1
67684113,2
67711554,2
67723846,2
67956576,2
68058382,2
68058580,2
68260287,2
68379621,2
68380018,2
68380155,2
68380539,2
68380997,2
68381407,2
68383845,2
68383878,2
68385096,2
68385145,2
68385490,2
68443043,2
68443063,2
68444997,2
68445059,2
68445839,2
68446799,2
68447273,2
68449188,2
68450763,2
68451843,2
68451851,2
68451915,2
68452090,2
68452157,2
68452354,2
68452607,2
68460218,2
68462176,2
68462321,2
68462449,2
68462994,2
68463024,2
68463040,2
68463373,2
68464428,2
68464513,2
68464624,2
68464725,2
68466159,2
68466194,2
68466201,2
68466267,2
68466424,2
68466603,2
68466839,2
68525151,2
68529791,2
68532106,2
68532536,2
68532596,2
68532650,2
68589146,2
68590321,2
68592700,2
68592807,2
68606936,2
68606945,2
68606973,2
68607024,2
68607282,2
68614402,2
68621103,2
68629335,2
68629684,2
68631461,2
68701576,2
68702028,2
68702364,2
68702396,2
68702731,2
68703014,2
68706499,2
68709146,2
68712996,2
68715892,2
68718858,2
68780964,2
68784051,2
68799814,2
68800152,2
68802678,2
68802787,2
68802867,2
68803015,2
68803035,2
68803051,2
68803190,2
68803581,2
68803860,2
68803905,2
68805008,2
68806101,2
68810837,2
68810859,2
68810927,2
68810998,2
68811014,2
68811066,2
68891403,1
68904500,2
69064953,1
69266385,1
69268919,1
69269255,1
69269270,1
69530715,2
69745184,1
69835832,2
69997426,1
70014851,1
70015681,1
70231793,2
70245736,1
70299358,1
70299364,1
70310199,1
70419328,2
70496823,1
70553579,2
70769864,2
70929916,2
70972422,2
71011001,1
71017657,2
71043538,2
71295215,2
71295216,2
71367715,2
71369010,2
71369986,2
71373899,2
71373984,2
71382701,1
71384764,2
71390499,2
71648211,2
71648216,2
71659778,2
71672529,2
71724941,2
71979909,2
71996104,2
72042773,2
72252394,2
72291442,2
72295225,2
72562976,2
72614933,2
72780249,1
72863464,2
72953570,2
73120154,2
73164522,2
73168348,2
73170856,2
73171297,2
73171316,2
73191409,2
73235357,2
73369413,2
73540214,2
73634058,2
73689157,2
73715352,2
73727935,2
73825049,2
74002979,2
74114769,1
74426064,2
74566860,2
74569356,2
74572332,2
74585613,2
74602557,2
74826235,2
74936005,2
75164817,2
75210039,2
75486120,2
75597421,2
75600727,2
75604916,2
75714015,2
75744459,2
75859959,2
76355333,2
76393233,2
76475709,2
76548829,2
76548833,2
76568476,2
76608710,2
76865991,2
76866560,2
76999859,1
76999860,1
77205153,2
77235857,2
77266702,2
77410785,1
77601643,2
77662815,2
77775952,2
77849670,2
77849760,2
78144215,1
78145596,2
78213055,2
78214879,2
78222757,2
78239927,2
78240573,2
78240605,2
78240615,2
78273669,2
78348608,2
78523689,2
78536994,2
78548715,2
78602666,2
78640503,2
78721730,2
78901824,2
79041711,2
79041712,2
79187957,2
79409177,2
79570282,1
79596662,2
79797023,1
79982654,2
80157737,2
80279852,2
80352164,2
80352165,2
80409334,2
81231236,2
81234134,2
81239566,2
81388510,2
81427364,2
81700227,2
81744469,2
82072649,2
82278553,2
82706446,2
82707870,2
82768156,2
82843249,1
83387541,2
83399861,2
83525156,2
84307855,2
84307860,2
84310183,2
84310191,2
84310197,2
84310226,2
84310603,2
84312404,2
84312686,2
84312919,2
84313527,2
84313717,2
84313922,2
84313961,2
84314498,2
84315054,2
84316515,2
84317444,2
84321158,1
84321605,1
84323960,2
84323996,2
84324086,2
84324126,2
84325506,2
84329140,2
84331780,2
84335532,2
84335962,1
84338743,1
84340957,1
84343730,2
84351537,2
84357447,2
84360924,2
84361631,2
84362085,2
84362089,2
84362136,2
84362512,2
84362570,2
84363917,2
84364238,1
84364806,1
84364826,2
84368623,1
84370891,1
84371034,2
84372458,2
84374871,2
84375172,2
84451574,2
84451592,2
84457439,2
84460750,1
84461964,2
84463867,2
84463891,2
84466657,2
84470424,2
84471798,2
84471813,2
84471826,2
84473702,2
84479871,2
84481491,2
84481708,2
84593137,2
84593745,2
84624075,2
84627053,2
84709382,2
84710569,2
84712300,2
84712358,2
84713023,2
84713026,2
84713488,2
84716877,1
84716878,1
84716904,2
84719000,1
84719007,1
84719010,1
84719012,1
84719050,1
84719053,1
84719943,1
84720518,1
84720559,1
84720917,2
84720933,2
84720940,2
84720962,1
84720979,1
84722428,2
84722678,2
84723272,1
84723375,2
84723379,2
84723709,2
84723716,2
84724277,2
84724409,2
84724712,2
84726137,2
84726202,2
84727203,2
84727611,2
84727691,2
84728498,2
84728515,2
84728856,2
84728999,2
84730102,1
84730132,1
84730287,2
84730393,1
84732636,1
84732666,1
84734120,1
84734162,1
84734164,1
84735652,2
84735702,2
84742080,2
84742106,2
84748463,1
84748910,1
84749894,1
84749939,1
84751866,2
84751960,1
84751968,2
84752689,2
84752691,2
84752783,1
84752806,2
84752810,2
84753025,2
84753038,2
84753061,2
84754231,2
84754391,2
84754575,2
84755099,1
84755115,2
84755739,1
84756260,2
84756263,2
84756280,2
84756426,2
84759106,2
84762072,2
84775413,2
84778062,2
84863672,2
84869137,2
84882098,2
84996742,2
84997291,2
84997392,2
84997404,2
84997405,2
84997418,2
84997422,2
84997423,2
84998582,2
84999610,2
84999787,2
85000157,1
85000165,1
85000321,2
85001484,2
85001891,2
85001950,2
85002077,1
85002287,1
85002290,1
85002291,1
85002292,1
85002365,1
85002366,1
85002368,1
85002433,1
85002435,1
85002436,1
85002438,1
85002444,1
85003675,2
85004943,1
85004958,2
85004970,2
85004982,2
85005001,2
85005003,2
85005006,2
85005009,2
85005017,2
85005415,2
85008056,2
85008537,2
85008941,1
85008951,1
85011046,2
85022049,2
85162260,2
85229006,2
85252794,2
85252832,2
85254283,2
85254371,2
85254384,2
85254409,1
85254410,1
85254411,1
85254412,1
85254413,1
85254414,1
85254454,2
85255140,2
85255374,2
85258053,2
85258294,1
85258296,1
85258316,1
85258337,1
85258388,1
85258392,1
85258477,1
85258518,1
85259483,2
85264097,1
85270935,2
85276078,1
85276093,1
85614120,2
85616684,1
85622891,2
85626501,1
85630344,2
85694207,2
85695297,2
85898753,2
85906008,2
85975113,2
86142489,2
86162920,2
86166092,2
86175653,1
86219248,2
86300482,1
86328083,2
86353799,2
86412124,2
86455590,2
86468145,2
86473501,2
86540748,2
86542992,2
86553073,2
86554739,2
86555207,2
86555216,2
86555578,2
86562448,2
86562457,2
86562948,2
86563516,2
86563665,2
86564006,2
86564898,2
86565485,2
86565718,2
86565726,2
86565732,2
86565736,2
86572204,2
86579334,2
